main_category,currency,goal,pledged,state,backers,country,2 pledged,2_pledged_real,2_goal_real
5,1,18000,122161,1,458,2,122161,122161,18000
5,4,4990,147399.01,1,1366,6,101074.46,99251.91,3360.04
3,1,750,750,1,9,2,750,750,750
2,4,350000,0,0,0,6,0,0,40140.38
1,2,15000,3,0,3,1,4.67,4.63,23165.67
2,1,30650,30752,1,287,2,30752,30752,30650
12,1,1500,2313,1,60,2,2313,2313,1500
12,1,75000,280,0,9,2,280,280,75000
10,4,2500,8680,1,22,6,129.07,407.97,117.5
8,1,150000,0,0,0,2,0,0,150000
1,1,1200,70,0,5,2,70,70,1200
13,1,4000,4028,1,53,2,4028,4028,4000
5,1,500,603,1,25,2,384,603,500
7,1,45000,51501.7,1,1606,2,51501.7,51501.7,45000
7,1,25000,32006.67,1,426,2,32006.67,32006.67,25000
2,4,23000,0,1,0,3,0,0,18372.07
5,1,15000,4,0,4,2,4,4,15000
7,4,35000,4,0,2,4,2.88,2.92,25579.19
2,1,2500,0,0,0,2,0,0,2500
6,1,14440,67,0,3,2,38,67,14440
12,2,10000,0,0,0,1,0,0,16582.37
4,3,40000,1,0,1,6,0,1.04,41755.83
2,1,300,425.67,1,8,2,425.67,425.67,300
8,1,10000,79949,1,1511,2,6325,79949,10000
3,1,2500,4305.05,1,59,2,4305.05,4305.05,2500
5,3,8000,8133,1,101,6,253.09,9729.52,9570.41
5,1,1000,2001.52,1,166,2,2001.52,2001.52,1000
7,2,5200,43,0,5,1,73.62,71.77,8678.82
2,2,2000,0,0,0,1,0,0,3084.61
5,1,12500,17391,1,102,2,17391,17391,12500
12,1,80000,150986,1,202,2,150986,150986,80000
1,2,7500,0,0,0,1,0,0,10943.47
7,2,10000,705,0,20,1,486.11,928.28,13167.08
3,1,20000,5796,0,74,2,3850,5796,20000
1,1,6500,60,0,2,2,60,60,6500
12,1,100000,1892,0,5,2,1892,1892,100000
9,1,5000,5360,1,96,2,5360,5360,5000
4,1,30000,3575,0,22,2,3575,3575,30000
7,1,5000,99,0,7,2,99,99,5000
7,1,15000,51,0,2,2,51,51,15000
10,1,200,20,0,2,2,0,20,200
12,3,500,76,0,5,6,87.25,85.91,565.2
3,3,12000,50,0,3,6,56.53,55.77,13384.79
12,1,22500,3194,0,35,2,3194,3194,22500
2,1,15000,832.12,0,28,2,832.12,832.12,15000
2,1,1300,75,0,2,2,75,75,1300
10,1,1500,254,0,5,2,254,254,1500
5,3,22000,4098,0,228,6,3047.49,4554.09,24448.52
11,1,3500,3784,1,32,2,3784,3784,3500
1,1,6000,105,0,2,2,105,105,6000
13,1,11891,12425,1,291,2,12425,12425,11891
11,2,100,150,1,8,1,150.78,183.52,122.34
5,1,800,340.33,0,11,2,340.33,340.33,800
5,1,17500,18131,1,91,2,710,18131,17500
1,2,1,698.91,1,89,1,23.2,931.43,1.33
3,1,5000,0,0,0,2,0,0,5000
5,1,120,0,0,0,2,0,0,120
1,1,800,101,0,2,2,101,101,800
1,1,30000,0,0,0,2,0,0,30000
2,1,200000,6095,0,90,2,6095,6095,200000
1,1,49000,0,0,0,2,0,0,49000
1,4,11250,12801,1,160,3,11743.51,11837.43,10403.18
1,1,5000,579,0,2,2,579,579,5000
2,1,3500,35,0,1,2,0,35,3500
7,1,8000,12000.1,1,179,2,12000.1,12000.1,8000
2,2,4000,110,0,5,1,170.2,167.59,6094.31
3,1,12000,12876,1,202,2,12876,12876,12000
5,2,3000,60,0,3,1,100.85,96.2,4810.24
7,1,5000,28399,1,544,2,28399,28399,5000
8,3,2000,1,0,1,6,1.13,1.12,2243.79
1,1,3200,3,0,1,2,3,3,3200
3,1,4100,41,0,2,2,41,41,4100
1,4,5000,116,0,7,4,93.85,91.12,3927.73
3,1,547,900.11,1,52,2,900.11,900.11,547
3,1,15000,0,0,0,2,0,0,15000
6,1,5000,11459,1,368,2,1503,11459,5000
6,2,3000,100,0,4,1,33.26,131.54,3946.23
12,1,100000,391,0,28,2,391,391,100000
8,2,4000,432,0,5,1,666.3,669.02,6194.64
2,2,6000,121,0,4,1,189.2,195.68,9703.24
7,1,110,862,1,140,2,237,862,110
2,1,4000,1,0,1,2,1,1,4000
11,1,500,0,0,0,2,0,0,500
3,3,2800,65,0,3,5,0,76.1,3277.96
1,1,3800,3847.39,1,84,2,3847.39,3847.39,3800
11,1,2000,0,0,0,2,0,0,2000
1,1,4279,5877,1,106,2,1685,5877,4279
5,1,100,5,0,1,2,5,5,100
1,1,4000,4082,1,71,2,4082,4082,4000
5,1,10000,2023,0,38,2,2023,2023,10000
6,1,1000,20,0,1,2,20,20,1000
1,1,8000,81,0,5,2,81,81,8000
8,1,6000,0,0,0,2,0,0,6000
8,4,8000,1,0,1,4,0.74,0.72,5737.23
3,1,4300,5237.88,1,76,2,5237.88,5237.88,4300
7,1,175000,83476.21,0,1794,2,83476.21,83476.21,175000
4,1,5000,2914,0,33,2,2914,2914,5000
4,1,20000,775,0,18,2,775,775,20000
12,1,2500,136,0,7,2,136,136,2500
5,1,45000,50140.01,1,878,2,50140.01,50140.01,45000
1,1,30000,30230,1,167,2,30230,30230,30000
7,1,65000,10038,0,5,2,10038,10038,65000
2,1,16000,16159,1,136,2,16159,16159,16000
5,1,7500,16397,1,338,2,16397,16397,7500
1,2,13,125.49,1,17,1,191.26,192.95,19.99
8,1,20000,2860,0,4,2,2860,2860,20000
9,1,1000,40,0,3,2,40,40,1000
4,1,25000,25264,1,147,2,25264,25264,25000
2,1,50000,20,0,2,2,0,20,50000
8,1,1500,0,0,0,2,0,0,1500
12,1,15000,39473.14,1,273,2,39473.14,39473.14,15000
5,1,49550,1573,0,20,2,1573,1573,49550
10,1,650,150,0,9,2,150,150,650
3,1,2800,3546,1,40,2,76,3546,2800
1,1,500,725,1,18,2,725,725,500
2,1,3000,0,0,0,2,0,0,3000
2,1,500,525,1,13,2,525,525,500
2,1,3000,3000,1,24,2,3000,3000,3000
2,1,5000,9661,1,43,2,9661,9661,5000
3,1,2000,2580,1,51,2,2580,2580,2000
3,1,1500,1601.11,1,32,2,1601.11,1601.11,1500
9,2,25000,12347.25,0,147,1,20371.4,20658.63,41828.4
12,1,50000,1,0,1,2,0,1,50000
1,1,8000,8600,1,143,2,8600,8600,8000
7,1,70000,52,0,3,2,52,52,70000
4,4,210000,230133,1,330,6,27970.43,28121.59,25661.39
5,1,10000,660,0,15,2,660,660,10000
1,4,2000,5,0,1,4,0,3.67,1466.28
12,1,25000,65346,1,81,2,65346,65346,25000
4,1,5000,5312,1,77,2,5312,5312,5000
9,1,2400,2465,1,59,2,2465,2465,2400
2,1,5000,281,0,8,2,281,281,5000
12,4,50000,0,0,0,4,0,0,36935.81
10,1,800,1064,1,25,2,1064,1064,800
8,4,11000,2937,0,88,3,2642.91,2622.09,9820.55
1,4,30000,0,0,0,3,0,0,27462.47
12,3,40000,9966,0,32,5,5268.42,11175.9,44856.12
3,1,18000,21,0,2,2,21,21,18000
6,3,500,260,0,5,6,0,275.83,530.45
2,1,5250,5281,1,45,2,5281,5281,5250
1,1,3000,52,0,2,2,52,52,3000
9,1,6000,680,0,12,2,680,680,6000
2,1,1300,1700,1,26,2,1700,1700,1300
11,1,5000,201,0,5,2,201,201,5000
8,1,18000,700,0,5,2,700,700,18000
7,3,5000,6,0,2,6,6.78,6.77,5639.52
2,1,100000,1,0,1,2,1,1,100000
10,1,72000,50,0,1,2,50,50,72000
3,1,30000,50,0,1,2,50,50,30000
5,4,10000,16889,1,114,4,11874.7,11970.37,7087.67
3,1,1625,0,0,0,2,0,0,1625
10,1,21000,21441,1,114,2,21441,21441,21000
3,1,4000,200,0,5,2,200,200,4000
4,1,13000,1,0,1,2,1,1,13000
7,1,426476,515,0,1,2,0,515,426476
7,1,15000,105,0,5,2,105,105,15000
3,2,5000,46,0,4,1,71.01,68.09,7401.6
5,2,15000,240,0,15,1,0,316.21,19763.37
5,2,50,151,1,9,1,253.54,257.28,85.19
5,3,10000,31927,1,100,6,18728.19,37169.37,11641.99
2,1,200,1480,1,10,2,1480,1480,200
1,3,99000,0,0,0,6,0,0,111553.07
3,1,2000,4608,1,210,2,4608,4608,2000
3,1,17000,30586,1,545,2,30586,30586,17000
12,1,4000,0,0,0,2,0,0,4000
5,1,2000,241,0,3,2,241,241,2000
12,1,2500,896,0,8,2,117,896,2500
2,1,3000,6523,1,101,2,6523,6523,3000
2,1,6000,220,0,5,2,220,220,6000
1,4,1100,1518.5,1,43,3,30.37,1215.38,880.42
7,1,2000,14939,1,509,2,14939,14939,2000
1,1,12000,14051.11,1,242,2,14051.11,14051.11,12000
12,1,36500,2676,0,12,2,2676,2676,36500
10,1,3000,417,0,8,2,108,417,3000
12,3,10500,762,0,7,6,44.64,829.51,11430.31
1,1,3600,4603,1,135,2,2083,4603,3600
4,1,400,515,1,14,2,515,515,400
6,1,16000,0,0,0,2,0,0,16000
7,1,30000,42469,1,1987,2,42469,42469,30000
2,1,30000,1535,0,12,2,1535,1535,30000
3,1,3000,3197,1,79,2,3197,3197,3000
2,1,1500,215,0,9,2,215,215,1500
3,1,27000,680,0,11,2,680,680,27000
1,2,2000,2191.22,1,121,1,3541.46,3549.97,3240.18
7,1,17000,35317,1,678,2,35317,35317,17000
1,1,2000,0,0,0,2,0,0,2000
1,1,3000,0,0,0,2,0,0,3000
3,1,3300,8581.24,1,437,2,8581.24,8581.24,3300
1,2,20000,80,0,4,1,130.91,131.34,32835.33
2,4,8000,8401,1,17,6,0,465.56,443.34
7,1,7500,8585.82,1,188,2,8585.82,8585.82,7500
10,1,5700,6060.01,1,127,2,6060.01,6060.01,5700
7,4,2200,57,0,3,3,0,45.82,1768.35
3,1,10000,22,0,3,2,22,22,10000
13,2,500,353,0,13,1,558.53,563.28,797.84
1,2,25000,25,0,1,1,38.16,38.95,38945.66
12,1,50000,0,0,0,2,0,0,50000
3,1,1000,450,0,14,2,450,450,1000
3,1,1500,1500,1,8,2,1500,1500,1500
4,4,50000,21666,0,113,3,19742.45,19374.05,44710.72
8,1,18000,25,0,1,2,25,25,18000
2,1,5000,10,0,1,2,0,10,5000
11,1,15000,200,0,2,2,200,200,15000
3,1,1000,1128,1,21,2,1128,1128,1000
10,1,3500,50,0,1,2,50,50,3500
11,1,43000,1074,0,12,2,250,1074,43000
8,1,5000,5530,1,89,2,5530,5530,5000
2,1,35000,12562,0,101,2,12562,12562,35000
3,1,55000,1040,0,4,2,1040,1040,55000
2,4,6500,0,0,0,6,0,0,4319.8
4,1,5000,7052.38,1,52,2,7052.38,7052.38,5000
7,1,30000,297,0,11,2,297,297,30000
1,1,2500,3030,1,200,2,494,3030,2500
5,1,115000,45,0,1,2,45,45,115000
1,2,3000,5,0,1,1,7.58,7.55,4532.54
9,2,400000,30620.5,0,123,1,47016.6,47515.63,620703.57
5,1,650,1852,1,45,2,2014,1852,650
2,1,4000,4086.01,1,74,2,4086.01,4086.01,4000
2,1,1500,1600,1,25,2,1600,1600,1500
10,1,1500,1500,1,25,2,1500,1500,1500
5,1,2500,1172.75,0,6,2,1172.75,1172.75,2500
12,2,50000,2654,0,12,1,4022.36,4017.68,75691.06
3,1,25000,27620,1,280,2,27620,27620,25000
10,1,500,836.33,1,40,2,836.33,836.33,500
10,1,1200,1225,1,27,2,1225,1225,1200
7,1,10000,261,0,21,2,261,261,10000
10,1,1500,1930,1,45,2,210,1930,1500
7,1,10000,372,0,10,2,252,372,10000
7,4,2125,3773,1,99,3,2717.27,3108.68,1750.84
4,1,15000,245,0,10,2,245,245,15000
11,2,5000,1549,0,7,1,2435.04,2433.43,7854.84
2,1,50000,91,0,9,2,10,91,50000
12,1,12000,100,0,3,2,75,100,12000
1,1,1500,0,0,0,2,0,0,1500
2,1,22000,32942,1,586,2,32942,32942,22000
2,1,7000,0,0,0,2,0,0,7000
1,1,100,366,1,14,2,366,366,100
12,1,250000,75,0,2,2,75,75,250000
4,1,20000,2,0,1,2,2,2,20000
13,1,2500,1256,0,12,2,1256,1256,2500
3,1,7200,9002,1,206,2,9002,9002,7200
4,1,20000,21388,1,404,2,21388,21388,20000
9,2,4000,4854,1,97,1,95.4,6260.08,5158.69
2,1,2500,150,0,2,2,150,150,2500
12,1,13000,430,0,8,2,430,430,13000
2,1,35000,112,0,6,2,112,112,35000
4,1,20000,275,0,16,2,275,275,20000
13,1,5000,5291.5,1,109,2,5291.5,5291.5,5000
1,1,20000,550,0,8,2,100,550,20000
1,4,1300,1313,1,28,3,38.73,1006.75,996.78
8,1,10000,949,0,9,2,949,949,10000
12,1,175000,1,0,1,2,1,1,175000
1,1,100,615,1,21,2,207,615,100
7,1,15000,31748,1,606,2,31748,31748,15000
2,1,3500,100,0,3,2,100,100,3500
1,1,45000,455,0,14,2,455,455,45000
1,2,9000,9030,1,110,1,845.23,11907.27,11867.71
5,1,217000,16669,0,170,2,16669,16669,217000
1,1,147900,74071,0,412,2,74071,74071,147900
11,2,1000,4181,1,53,1,6487.94,6417.79,1534.99
1,1,4000,4645,1,68,2,2190,4645,4000
3,1,1400,0,0,0,2,0,0,1400
2,1,4000,4382,1,56,2,4382,4382,4000
3,1,500,70,0,3,2,70,70,500
2,1,5014,0,0,0,2,0,0,5014
8,1,19000,125,0,2,2,125,125,19000
7,3,900,329,0,15,6,157.86,386.31,1056.78
3,1,25000,2381,0,19,2,2381,2381,25000
3,1,3000,130,0,3,2,130,130,3000
3,1,1100,25,0,1,2,25,25,1100
3,3,2000,0,0,0,6,0,0,2219.19
3,3,60,70,1,2,6,95.16,94.08,80.64
9,1,10000,701,0,4,2,701,701,10000
3,2,2250,3005,1,56,1,629.08,3904.07,2923.18
7,2,50000,0,0,0,1,0,0,67586.75
12,1,25000,43,0,2,2,43,43,25000
2,1,1000,1435,1,27,2,1435,1435,1000
8,1,300,0,0,0,2,0,0,300
10,2,1000,31,0,3,1,62.82,37.93,1223.44
8,1,950,200,0,1,2,200,200,950
5,3,100000,321,0,3,6,359.11,357.43,111349.89
7,1,45000,890,0,8,2,890,890,45000
4,1,175000,335,0,10,2,335,335,175000
7,1,10000,5,0,1,2,0,5,10000
1,1,4500,5410,1,155,2,5410,5410,4500
1,1,500,76,0,5,2,76,76,500
1,4,8000,100,0,1,4,92.77,87.52,7001.58
2,1,25000,235,0,5,2,235,235,25000
4,4,10,50,1,4,4,15.25,38.07,7.61
3,1,25000,25391.26,1,490,2,25391.26,25391.26,25000
7,2,2000,10,0,5,1,15.45,15.34,3067.96
3,1,500,0,0,0,2,0,0,500
2,1,100000,0,0,0,2,0,0,100000
4,1,2000,0,0,0,2,0,0,2000
7,1,2400,1225,0,11,2,0,1225,2400
2,1,20000,21965.41,1,255,2,21965.41,21965.41,20000
2,1,8500,275,0,7,2,275,275,8500
3,2,10000,0,0,0,1,0,0,16690.03
5,1,50000,3459,0,25,2,3459,3459,50000
4,2,600,608,1,15,1,1017.04,980.06,967.16
5,1,50000,501612,1,2389,2,111992,501612,50000
5,1,10000,305,0,7,2,305,305,10000
5,1,30000,226,0,9,2,226,226,30000
12,1,4700,0,0,0,2,0,0,4700
7,1,10000,10872.79,1,316,2,10872.79,10872.79,10000
13,1,25000,352,0,8,2,352,352,25000
4,1,18000,5,0,1,2,5,5,18000
5,2,10000,1010.01,0,22,1,205.94,1354.99,13415.62
7,2,5000,1360,0,36,1,2256.74,2192.24,8059.71
2,1,20000,20491.01,1,137,2,20491.01,20491.01,20000
2,1,27000,27846,1,289,2,27846,27846,27000
2,1,10000,0,0,0,2,0,0,10000
2,1,850,52,0,2,2,52,52,850
8,1,3000,0,0,0,2,0,0,3000
1,1,1500,10,0,1,2,10,10,1500
4,1,6000,8821.77,1,97,2,1735,8821.77,6000
2,1,2000,2000,1,46,2,2000,2000,2000
10,1,5000,0,0,0,2,0,0,5000
3,1,5000,20,0,2,2,20,20,5000
5,3,12500,1394,0,71,6,1523.79,1570.76,14084.98
2,3,200,7,0,3,5,7.54,7.59,216.72
8,2,2000,2212,1,68,1,3329.77,3168.24,2864.59
5,1,1000,61,0,4,2,61,61,1000
1,1,3000,3105,1,44,2,3105,3105,3000
8,1,500,607,1,22,2,208,607,500
2,1,2700,2,0,2,2,2,2,2700
3,1,700,787,1,21,2,787,787,700
1,1,7000,432,0,11,2,432,432,7000
5,1,10000,8268,0,61,2,8268,8268,10000
8,1,2000,2030.4,1,98,2,2030.4,2030.4,2000
9,2,5000,11064,1,507,1,16312.33,16378.25,7401.6
10,1,2700,151,0,2,2,151,151,2700
8,2,10000,1907.75,0,30,1,1034.28,2585.31,13551.6
1,4,7500,2687.06,0,73,3,2626.85,2570.12,7173.6
11,1,1550,1591,1,22,2,1591,1591,1550
11,2,9500,0,0,0,1,0,0,15248.06
3,1,500,797,1,30,2,797,797,500
2,1,200,325,1,9,2,250,325,200
3,1,10000,25,0,1,2,25,25,10000
5,1,999,16067.69,1,204,2,7229.69,16067.69,999
7,3,800,201,0,4,5,0,214.29,852.88
1,1,12000,51,0,3,2,51,51,12000
11,1,6500,6911,1,134,2,6911,6911,6500
1,1,5000,691,0,17,2,691,691,5000
12,1,2500,929.66,0,27,2,929.66,929.66,2500
4,1,50000,25,0,1,2,25,25,50000
3,1,25000,0,0,0,2,0,0,25000
4,2,30,1,0,1,1,1.7,1.66,49.75
2,1,67000,1381,0,21,2,1381,1381,67000
1,1,5000,296,0,6,2,296,296,5000
8,3,5000,0,0,0,6,0,0,5303.01
1,2,15000,15056.88,1,97,1,23007.84,22940.32,22853.66
5,1,7500,8576,1,800,2,8576,8576,7500
2,1,8000,587,0,16,2,587,587,8000
2,1,3500,3500.99,1,53,2,3500.99,3500.99,3500
7,1,300,2366,1,139,2,563,2366,300
11,1,500,349,1,7,2,274,349,500
3,1,2600,4368.33,1,127,2,4368.33,4368.33,2600
1,3,19000,1,0,1,6,0,1.14,21682.81
3,1,6000,6912,1,88,2,6912,6912,6000
3,4,7500,0,0,0,3,0,0,5996.16
8,2,21000,8700,0,62,1,2670.94,11392.65,27499.51
3,1,500,125,0,6,2,125,125,500
2,1,10000,805,0,16,2,195,805,10000
10,1,1500,0,0,0,2,0,0,1500
5,1,20000,21415,1,208,2,2626,21415,20000
7,2,5000,33855,1,203,1,14454.9,44735.59,6606.94
1,1,6000,1257,0,32,2,1257,1257,6000
2,1,1500,1525,1,23,2,1525,1525,1500
12,1,5000,100,0,1,2,100,100,5000
2,4,1500,100,0,1,4,86.85,89.43,1341.44
2,1,4500,4631,1,98,2,4631,4631,4500
2,1,7100,830,0,6,2,830,830,7100
4,1,3855,1185,0,26,2,1185,1185,3855
12,1,20000,1439,0,26,2,1439,1439,20000
4,1,200,0,0,0,2,0,0,200
12,1,50000,9299,0,104,2,51,9299,50000
7,4,12000,22966,1,361,6,15126.99,15297.41,7993.07
3,1,30000,372,0,14,2,372,372,30000
2,1,1900,1903,1,35,2,1903,1903,1900
4,1,8500,2281,0,38,2,2281,2281,8500
9,1,15000,0,0,0,2,0,0,15000
1,1,6000,0,0,0,2,0,0,6000
4,4,150,0,0,0,3,0,0,131.61
2,1,75000,475,0,7,2,300,475,75000
12,1,200,50,0,2,2,50,50,200
2,2,300,335,1,19,1,526.31,507.61,454.57
10,1,5000,5052,1,98,2,5052,5052,5000
2,2,10000,10317,1,141,1,16004.78,16485.31,15978.78
1,4,83121,102909.06,1,285,4,34063.49,79002.81,63811.61
3,1,8500,11315.66,1,210,2,11315.66,11315.66,8500
2,1,7000,7749,1,111,2,7749,7749,7000
10,1,2500,1300,0,30,2,514,1300,2500
3,1,1500,1525.34,1,22,2,1525.34,1525.34,1500
1,2,100000,0,0,0,1,0,0,156479.83
1,1,5000,0,0,0,2,0,0,5000
3,1,15000,40,0,1,2,40,40,15000
10,1,9847,12527,1,120,2,12527,12527,9847
2,1,10000,10056,1,38,2,10056,10056,10000
7,1,2500,2578,1,50,2,2578,2578,2500
3,1,1000,3264,1,78,2,1465,3264,1000
7,1,35,4479,1,82,2,1410,4479,35
3,1,800,153,0,4,2,153,153,800
2,1,10000,900,0,3,2,900,900,10000
1,1,1000,2884.42,1,262,2,1766,2884.42,1000
1,1,12000,15,0,1,2,15,15,12000
7,1,1000,1313,1,36,2,1313,1313,1000
11,1,3000,3075,1,30,2,3075,3075,3000
2,1,20000,600,0,5,2,600,600,20000
10,1,1200,1451,1,45,2,1451,1451,1200
2,1,68000,0,0,0,2,0,0,68000
5,1,20000,560785.5,1,11610,2,2756,560785.5,20000
3,1,40000,0,0,0,2,0,0,40000
2,1,5400,5662,1,43,2,5662,5662,5400
12,2,6000,216,0,7,1,350.26,354.62,9850.6
2,1,7500,19631.22,1,145,2,19631.22,19631.22,7500
2,1,4000,4100,1,46,2,4100,4100,4000
3,3,70,10,0,1,6,12,10.96,76.74
12,2,500,115,0,10,1,193.46,190.7,829.12
4,1,10000,10200,1,79,2,323,10200,10000
10,3,40,0,0,0,6,0,0,47.54
1,1,7000,75,0,5,2,75,75,7000
12,4,10000,174,0,2,4,38.06,133.55,7675.19
3,1,2500,2835,1,39,2,2835,2835,2500
1,1,5000,56,0,4,2,56,56,5000
9,1,3500,200,0,3,2,200,200,3500
8,1,2500,0,0,0,2,0,0,2500
1,4,40000,860,0,14,3,644.55,637.46,29649.4
4,1,17500,20987,1,192,2,20987,20987,17500
1,1,3000,3095,1,68,2,3095,3095,3000
2,1,10000,10001,1,28,2,10001,10001,10000
5,1,69000,21,0,2,2,0,21,69000
2,1,300,635,1,9,2,635,635,300
7,1,1000,12730,1,148,2,3413,12730,1000
5,1,1000,43,0,2,2,43,43,1000
3,1,2000,1431,0,19,2,1431,1431,2000
2,3,15000,0,0,0,6,0,0,16207.46
6,1,22000,3,0,2,2,3,3,22000
4,2,60000,340,0,5,1,32.56,420.36,74180.31
5,1,15000,905,0,17,2,905,905,15000
11,1,2700,524,0,17,2,524,524,2700
2,1,15000,8351,0,77,2,2155,8351,15000
4,1,1500,70,0,4,2,70,70,1500
4,1,2500,2910,1,39,2,2910,2910,2500
8,1,5000,200,0,4,2,150,200,5000
10,1,7500,352,0,8,2,352,352,7500
1,1,40000,2,0,2,2,2,2,40000
7,1,5000,26,0,2,2,0,26,5000
3,4,900,1706,1,40,3,41.8,1278.57,674.51
7,1,550000,10002,0,3,2,10002,10002,550000
3,1,5900,1415,0,8,2,1415,1415,5900
7,2,5000,2988,0,43,1,1506.39,3728.1,6238.46
3,3,2500,156,0,7,6,210.99,208.96,3348.74
1,1,1500,2696,1,50,2,2696,2696,1500
2,1,88888,2902,0,62,2,2902,2902,88888
9,1,10000,250,0,1,2,250,250,10000
12,1,1800,11,0,2,2,11,11,1800
1,1,7500,1055.11,0,30,2,1055.11,1055.11,7500
3,1,3000,5113,1,59,2,5113,5113,3000
3,1,2500,380,0,10,2,380,380,2500
8,1,25000,26245,1,107,2,2790,26245,25000
7,1,14650,867,0,10,2,867,867,14650
7,1,2000,162,0,7,2,135,162,2000
3,3,5000,0,0,0,6,0,0,5349.02
1,1,3500,3640,1,60,2,3640,3640,3500
1,1,5000,6509,1,143,2,1797,6509,5000
2,1,5000,0,0,0,2,0,0,5000
5,1,10000,26349,1,120,2,26349,26349,10000
2,1,4000,4250,1,24,2,4250,4250,4000
12,4,25000,0,0,0,3,0,0,22606.02
2,1,1000,80,0,2,2,80,80,1000
10,1,5000,1,0,1,2,1,1,5000
3,1,7666,1910.66,0,31,2,1910.66,1910.66,7666
2,1,10960,12103.07,1,197,2,12103.07,12103.07,10960
13,1,5000,1045,0,20,2,1045,1045,5000
10,1,23436,0,0,0,2,0,0,23436
6,4,300,203,0,7,3,145.95,153.17,226.36
5,3,7000,46,0,3,6,62.76,61.82,9407.97
2,1,1200,429,1,13,2,35,429,1200
11,1,600,125,0,3,2,125,125,600
5,1,35000,297,0,3,2,124,297,35000
7,1,1000,100,0,4,2,70,100,1000
1,3,500,0,0,0,6,0,0,560.75
5,1,50000,7003,0,36,2,7003,7003,50000
3,1,4500,4930,1,39,2,617,4930,4500
12,3,50000,3086,0,9,6,984.95,3286.58,53249.84
2,1,1750,490,0,5,2,490,490,1750
5,2,54000,83412,1,791,1,7256.99,112750.92,72993.69
3,1,10000,835,0,8,2,835,835,10000
13,1,9000,9089.58,1,158,2,9089.58,9089.58,9000
6,1,1500,124,0,6,2,124,124,1500
1,1,12000,257,0,4,2,257,257,12000
1,1,11000,12023,1,271,2,12023,12023,11000
3,1,20000,2816,0,17,2,2816,2816,20000
8,4,50000,35,0,1,6,5.88,5.86,8370.3
12,3,2000,36,0,2,6,39.6,40.61,2256.19
9,2,1700,1790,1,41,1,257.71,2365.28,2246.36
2,2,2000,0,0,0,1,0,0,3075.55
5,3,20000,1026,0,23,5,949.09,1108.59,21609.94
10,1,1500,1500,1,16,2,1500,1500,1500
10,1,1000,1130,1,34,2,1130,1130,1000
12,4,55000,201,0,4,4,187.67,176.7,48351.65
1,1,46000,31920,0,110,2,31920,31920,46000
5,1,54000,55867,1,342,2,55867,55867,54000
3,2,2500,0,0,0,1,0,0,4085.17
2,4,30000,0,0,0,6,0,0,3496.22
12,1,10000,2276,0,24,2,2276,2276,10000
6,2,2000,0,0,0,1,0,0,2524.71
12,1,55000,150,0,2,2,100,150,55000
2,1,20000,20639,1,188,2,20639,20639,20000
3,1,5000,5084,1,39,2,1110,5084,5000
1,4,550,0,0,0,4,0,0,395.37
2,1,500,20,0,1,2,20,20,500
4,1,30000,30,0,1,2,30,30,30000
7,1,15000,22151.66,1,560,2,22151.66,22151.66,15000
5,1,20000,311730.42,1,1297,2,10516,311730.42,20000
3,1,500,1,0,1,2,1,1,500
7,2,2500,3228,1,190,1,1123.15,4189.32,3244.52
1,1,1500,687,0,32,2,687,687,1500
10,1,4500,160,0,2,2,50,160,4500
7,1,2500,2935,1,24,2,2935,2935,2500
11,2,150,0,0,0,1,0,0,250.35
1,1,777,0,0,0,2,0,0,777
10,2,2000,2248,1,59,1,3415.71,3453.1,3072.15
1,1,2000,5928,1,234,2,2491,5928,2000
2,3,25000,0,0,0,6,0,0,27902.41
12,1,20000,95399,1,3297,2,95399,95399,20000
5,1,500,1050,1,44,2,680,1050,500
2,1,350,50,0,1,2,50,50,350
5,1,2500,40,0,2,2,40,40,2500
3,1,3000,4065.69,1,108,2,4065.69,4065.69,3000
8,1,5000,110,0,2,2,110,110,5000
2,1,28000,3805,0,14,2,3805,3805,28000
5,4,12500,2377,0,19,3,2191.15,2224.2,11696.45
7,1,18000,19801.5,1,480,2,19801.5,19801.5,18000
8,1,1000,6555,1,164,2,6555,6555,1000
1,1,5000,9846,1,116,2,9846,9846,5000
1,1,200,200,1,1,2,200,200,200
1,1,275000,0,0,0,2,0,0,275000
8,2,30000,215,0,3,1,0,278.19,38817.36
6,1,2500,0,0,0,2,0,0,2500
3,1,5000,5170,1,0,6,,5170,5000
2,1,5000,5070,1,73,2,5070,5070,5000
7,1,3500,7102.5,1,155,2,7102.5,7102.5,3500
2,1,2500,0,0,0,2,0,0,2500
3,1,4000,4154.8,1,47,2,4154.8,4154.8,4000
8,3,3500,1941,0,21,6,2175.29,2123.66,3829.36
11,1,1200,545,0,15,2,545,545,1200
9,1,6000,6990,1,38,2,6990,6990,6000
11,1,1500,0,0,0,2,0,0,1500
4,4,55000,55813,1,188,3,42668.7,40199.51,39613.94
12,1,50000,10,0,1,2,10,10,50000
12,1,500,3665,1,124,2,232,3665,500
10,1,2400,2431,1,22,2,2431,2431,2400
12,1,20000,0,0,0,2,0,0,20000
2,2,15000,401,0,4,1,656.18,659.88,24683.64
1,4,8000,2484,0,45,3,2104.91,1995.98,6428.28
1,4,750,0,0,0,3,0,0,577.9
5,1,3800,150,0,3,2,150,150,3800
1,1,6000,345,0,9,2,345,345,6000
5,1,12000,20604.02,1,761,2,20604.02,20604.02,12000
3,1,1100,1140,1,52,2,1140,1140,1100
